Date,Open,High,Low,Close,Adj Close,Volume
2021-09-09,37.980000,38.849998,37.549999,38.450001,38.450001,33812000
2021-09-10,38.619999,39.520000,37.900002,37.980000,37.980000,29273600
2021-09-13,38.009998,38.389999,36.560001,38.389999,38.389999,38410000
2021-09-14,38.490002,39.400002,37.689999,37.889999,37.889999,30857200
2021-09-15,38.000000,38.150002,36.950001,38.029999,38.029999,27049400
2021-09-16,37.540001,37.669998,36.740002,37.090000,37.090000,33023100
2021-09-17,37.299999,37.570000,36.970001,37.509998,37.509998,29557200
2021-09-20,36.110001,36.320000,34.540001,35.169998,35.169998,57611700
2021-09-21,35.520000,35.820000,34.880001,34.900002,34.900002,31706600
2021-09-22,35.209999,35.830002,35.119999,35.700001,35.700001,26608000
2021-09-23,36.200001,36.500000,35.570000,36.009998,36.009998,27152700
2021-09-24,35.590000,36.070000,35.200001,35.380001,35.380001,23755100
2021-09-27,35.430000,36.860001,34.419998,36.770000,36.770000,36093000
2021-09-28,36.279999,37.029999,34.930000,35.049999,35.049999,37507900
2021-09-29,35.439999,36.360001,35.020000,35.130001,35.130001,33553400
2021-09-30,35.630001,35.980000,35.290001,35.630001,35.630001,25768500
2021-10-01,36.630001,36.669998,35.259998,35.380001,35.380001,34919900
2021-10-04,35.020000,35.020000,33.279999,33.400002,33.400002,40823100
2021-10-05,33.299999,34.310001,33.270000,33.869999,33.869999,26441300
2021-10-06,33.410000,34.160000,33.169998,33.660000,33.660000,22885100
2021-10-07,35.439999,36.639999,34.910000,35.990002,35.990002,67945200
2021-10-08,36.439999,36.549999,35.830002,35.830002,35.830002,31959800
2021-10-11,36.090000,36.520000,35.529999,35.639999,35.639999,25400100
2021-10-12,35.700001,36.049999,35.180000,35.509998,35.509998,26592000
2021-10-13,35.779999,36.680000,35.470001,36.240002,36.240002,33439600
2021-10-14,36.209999,36.450001,35.599998,36.279999,36.279999,29898400
2021-10-15,36.990002,38.290001,36.939999,37.709999,37.709999,48169000
2021-10-18,37.490002,39.840000,37.270000,39.610001,39.610001,43499400
2021-10-19,40.270000,40.900002,39.560001,40.029999,40.029999,37820000
2021-10-20,39.970001,40.340000,39.160000,39.779999,39.779999,25120700
2021-10-21,39.509998,40.599998,39.369999,39.970001,39.970001,25389100
2021-10-22,39.959999,40.389999,38.540001,38.880001,38.880001,28015500
2021-10-25,39.400002,41.419998,39.240002,41.270000,41.270000,46935600
2021-10-26,41.290001,42.610001,40.470001,40.470001,40.470001,55875400
2021-10-27,40.900002,41.279999,39.259998,39.310001,39.310001,28750900
2021-10-28,39.529999,40.799999,39.189999,40.790001,40.790001,32774200
2021-10-29,40.250000,40.549999,39.209999,39.410000,39.410000,33423100
2021-11-01,38.110001,40.840000,38.110001,40.840000,40.840000,53062500
2021-11-02,40.470001,42.490002,40.200001,41.299999,41.299999,46243600
2021-11-03,41.980000,42.410000,40.630001,41.500000,41.500000,34202100
2021-11-04,42.759998,44.000000,42.500000,43.119999,43.119999,53634400
2021-11-05,43.520000,43.520000,41.820000,42.290001,42.290001,33048700
2021-11-08,42.650002,44.270000,42.279999,43.200001,43.200001,38487900
2021-11-09,43.490002,43.799999,40.599998,40.639999,40.639999,49158000
2021-11-10,40.889999,42.090000,38.830002,39.549999,39.549999,48507300
2021-11-11,40.889999,42.220001,40.349998,42.200001,42.200001,39934000
2021-11-12,42.689999,43.549999,41.910000,42.669998,42.669998,34743100
2021-11-15,42.599998,42.689999,40.020000,40.570000,40.570000,47571700
2021-11-16,40.889999,41.299999,40.020000,40.669998,40.669998,37099000
2021-11-17,40.570000,40.919998,39.070000,39.669998,39.669998,35829900
2021-11-18,39.000000,39.439999,37.450001,38.410000,38.410000,42260200
2021-11-19,38.590000,39.099998,38.000000,38.660000,38.660000,30069100
2021-11-22,40.419998,42.840000,40.250000,41.490002,41.490002,70987500
2021-11-23,41.500000,43.119999,40.470001,42.040001,42.040001,55094300
2021-11-24,41.700001,42.509998,40.889999,41.419998,41.419998,33467200
2021-11-26,39.400002,40.340000,39.099998,39.990002,39.990002,30468500
2021-11-29,40.849998,41.200001,39.490002,40.459999,40.459999,35113900
2021-11-30,40.369999,41.419998,38.349998,39.130001,39.130001,47970900
2021-12-01,40.410000,40.830002,38.200001,38.310001,38.310001,48006000
2021-12-02,38.830002,39.680000,34.020000,36.200001,36.200001,85263200
2021-12-03,34.580002,35.220001,31.500000,32.150002,32.150002,106366600
2021-12-06,32.349998,33.320000,29.660000,32.340000,32.340000,70041700
2021-12-07,34.439999,34.520000,32.680000,33.119999,33.119999,51769700
2021-12-08,33.820000,35.299999,33.049999,35.049999,35.049999,48881000
2021-12-09,34.880001,35.549999,33.900002,34.049999,34.049999,36271400
2021-12-10,33.900002,34.549999,33.250000,34.259998,34.259998,32196300
2021-12-13,33.680000,34.669998,32.900002,33.660000,33.660000,31857900
