Date,Open,High,Low,Close,Adj Close,Volume
2022-05-02,191.929993,194.350006,185.149994,191.419998,191.121872,1020600
2022-05-03,190.570007,198.440002,190.369995,197.119995,196.812988,928300
2022-05-04,210.899994,215.470001,204.300003,215.470001,215.134415,2090100
2022-05-05,238.000000,243.179993,221.339996,236.500000,236.131653,3740500
2022-05-06,235.500000,242.910004,228.000000,242.410004,242.032455,2321100
2022-05-09,238.000000,239.399994,220.770004,221.639999,221.294800,2422200
2022-05-10,227.179993,229.500000,213.500000,221.429993,221.085129,1907400
2022-05-11,221.000000,227.949997,212.630005,213.029999,212.698212,1203900
2022-05-12,212.050003,218.000000,204.509995,213.449997,213.117554,1387900
2022-05-13,217.300003,231.210007,215.500000,228.820007,228.463623,1078500
2022-05-16,226.080002,233.960007,223.669998,226.320007,225.967514,974500
2022-05-17,232.490005,239.330002,231.229996,239.229996,238.857407,1141400
2022-05-18,237.119995,244.899994,234.089996,235.979996,235.612457,1109200
2022-05-19,234.679993,243.119995,233.880005,239.080002,238.707642,1067900
2022-05-20,241.660004,243.119995,228.100006,236.440002,236.071747,1120100
2022-05-23,240.000000,243.630005,235.479996,242.940002,242.561630,1003400
2022-05-24,243.279999,249.899994,237.419998,243.149994,242.771301,2202500
2022-05-25,243.990005,247.190002,232.389999,237.509995,237.140076,1532600
2022-05-26,239.139999,258.290009,237.309998,255.050003,254.652771,2265500
2022-05-27,259.000000,273.679993,257.570007,270.920013,270.498077,1952600
2022-05-31,265.089996,265.760010,254.259995,260.420013,260.014404,2705900
2022-06-01,252.500000,253.589996,232.750000,240.119995,239.746017,3401900
2022-06-02,233.589996,251.479996,233.000000,251.289993,250.898621,1657700
2022-06-03,246.070007,251.830002,245.279999,250.759995,250.369446,927500
2022-06-06,254.229996,259.760010,253.000000,257.790009,257.388519,1281000
2022-06-07,254.410004,258.820007,252.500000,257.890015,257.488373,986000
2022-06-08,256.820007,259.869995,251.300003,253.619995,253.224991,864200
2022-06-09,251.179993,252.149994,241.479996,241.779999,241.779999,1211000
2022-06-10,238.889999,241.149994,234.899994,236.869995,236.869995,1096100
2022-06-13,228.220001,229.089996,219.100006,222.220001,222.220001,1652500
2022-06-14,223.460007,228.160004,221.029999,223.330002,223.330002,1033100
2022-06-15,225.800003,225.979996,210.880005,215.080002,215.080002,1951800
2022-06-16,209.199997,209.570007,198.669998,202.169998,202.169998,2158500
2022-06-17,203.100006,213.539993,200.350006,212.039993,212.039993,2401400
2022-06-21,217.149994,218.960007,213.380005,216.330002,216.330002,1347800
2022-06-22,209.449997,220.699997,208.369995,216.240005,216.240005,1243200
2022-06-23,217.029999,219.600006,209.309998,213.619995,213.619995,1163100
2022-06-24,216.750000,226.589996,214.410004,224.789993,224.789993,2392000
2022-06-27,221.639999,228.589996,221.009995,226.619995,226.619995,1238400
2022-06-28,226.000000,232.779999,222.220001,223.190002,223.190002,1586100
2022-06-29,222.160004,223.130005,208.639999,211.889999,211.889999,1405600
2022-06-30,207.960007,211.949997,203.860001,208.979996,208.979996,1250700
2022-07-01,205.679993,208.779999,200.449997,205.149994,205.149994,1003000
2022-07-05,201.220001,201.220001,195.080002,200.429993,200.429993,1203300
2022-07-06,200.139999,202.160004,193.699997,198.300003,198.300003,1486500
2022-07-07,203.679993,206.509995,202.339996,203.000000,203.000000,1594100
2022-07-08,203.550003,208.550003,200.279999,205.929993,205.929993,907900
2022-07-11,201.679993,202.259995,197.190002,199.820007,199.820007,897700
2022-07-12,197.740005,199.589996,193.160004,195.820007,195.820007,938500
2022-07-13,191.600006,198.110001,189.250000,196.000000,196.000000,881900
2022-07-14,192.669998,196.759995,190.179993,196.660004,196.660004,992300
2022-07-15,200.350006,201.509995,195.330002,200.699997,200.699997,912500
2022-07-18,206.250000,208.210007,202.550003,203.880005,203.880005,940300
2022-07-19,207.860001,212.309998,207.009995,211.520004,211.520004,780900
2022-07-20,213.779999,220.520004,210.630005,219.509995,219.509995,933400
2022-07-21,219.500000,226.070007,219.250000,225.600006,225.600006,865200
2022-07-22,228.000000,228.270004,220.240005,221.460007,221.460007,707700
2022-07-25,221.580002,227.789993,217.160004,227.570007,227.570007,720600
2022-07-26,228.270004,229.119995,224.440002,225.100006,225.100006,881500
2022-07-27,228.339996,235.669998,225.039993,234.289993,234.289993,786900
2022-07-28,237.089996,239.059998,232.589996,236.320007,236.320007,1084000
2022-07-29,238.500000,245.710007,237.000000,244.309998,244.309998,1506600
2022-08-01,242.500000,243.949997,237.470001,239.960007,239.960007,957300
2022-08-02,239.000000,246.619995,238.639999,243.889999,243.889999,1025400
2022-08-03,246.000000,246.000000,234.169998,239.539993,239.539993,1407700
2022-08-04,246.199997,250.149994,230.020004,234.889999,234.889999,2192000
2022-08-05,232.229996,243.800003,231.770004,237.990005,237.990005,1428000
2022-08-08,243.539993,253.570007,242.960007,244.839996,244.839996,1468800
2022-08-09,244.630005,247.970001,241.070007,244.660004,244.660004,762000
2022-08-10,249.990005,259.399994,248.679993,259.299988,259.299988,1359900
2022-08-11,263.089996,272.450012,263.089996,265.700012,265.700012,1983300
2022-08-12,267.000000,281.649994,266.450012,281.570007,281.570007,1995700
2022-08-15,276.579987,289.089996,276.209991,284.079987,284.079987,1793900
2022-08-16,283.470001,284.549988,276.880005,280.809998,280.809998,1297800
2022-08-17,275.500000,283.609985,273.899994,277.619995,277.619995,987700
2022-08-18,278.899994,282.010010,275.920013,279.510010,279.510010,1070700
2022-08-19,275.920013,276.000000,266.299988,270.019989,270.019989,1223700
2022-08-22,265.000000,277.100006,263.350006,275.700012,275.700012,1454300
2022-08-23,277.589996,283.910004,276.200012,281.029999,281.029999,1038700
2022-08-24,282.000000,288.600006,280.010010,287.880005,287.880005,795200
2022-08-25,290.589996,298.170013,290.149994,295.679993,295.679993,1370000
2022-08-26,296.109985,296.540009,286.519989,288.160004,288.160004,920700
2022-08-29,282.869995,290.339996,280.350006,284.970001,284.970001,744300
2022-08-30,286.809998,288.000000,271.609985,272.769989,272.769989,1913400
2022-08-31,272.760010,273.089996,267.369995,267.959991,267.959991,1558200
2022-09-01,264.269989,264.269989,249.580002,256.959991,256.959991,1725600
2022-09-02,262.839996,265.959991,257.769989,259.880005,259.880005,1194600
2022-09-06,268.989990,270.500000,258.720001,266.700012,266.700012,1411900
2022-09-07,265.059998,279.679993,264.470001,279.200012,279.200012,1386900
2022-09-08,277.690002,292.290009,276.980011,291.429993,291.429993,1635200
2022-09-09,295.000000,302.540009,295.000000,300.369995,300.369995,1580700
