Date,Open,High,Low,Close,Adj Close,Volume
2021-09-13,54.650002,55.930000,54.619999,55.369999,52.974079,22052300
2021-09-14,55.689999,55.770000,54.410000,54.580002,52.218266,19940300
2021-09-15,55.369999,56.529999,55.310001,56.419998,53.978642,23240900
2021-09-16,56.459999,56.459999,55.500000,55.820000,53.404606,17907200
2021-09-17,55.340000,56.750000,55.099998,55.160000,52.773163,30000400
2021-09-20,53.779999,54.169998,52.959999,53.689999,51.366776,27555100
2021-09-21,54.369999,54.509998,53.250000,53.639999,51.318939,19696800
2021-09-22,54.430000,55.910000,54.369999,55.209999,52.821003,25690600
2021-09-23,55.419998,57.240002,55.279999,57.080002,54.610092,23069400
2021-09-24,56.700001,57.820000,56.680000,57.590000,55.098019,22328600
2021-09-27,58.849998,59.799999,58.820000,59.299999,56.734024,32972200
2021-09-28,59.900002,60.480000,59.509998,59.919998,57.327194,37619300
2021-09-29,59.840000,60.189999,59.049999,59.880001,57.288929,23422800
2021-09-30,60.119999,60.169998,58.810001,58.820000,56.274799,31289600
2021-10-01,59.410000,60.990002,59.410000,60.930000,58.293491,24407300
2021-10-04,61.320000,62.070000,60.950001,61.720001,59.049305,33946700
2021-10-05,62.520000,62.700001,61.020000,61.619999,58.953636,29641600
2021-10-06,60.470001,61.119999,59.750000,60.490002,57.872536,25284900
2021-10-07,60.610001,61.080002,60.139999,60.660000,58.035175,19513600
2021-10-08,61.250000,62.419998,61.250000,62.180000,59.489407,22186900
2021-10-11,63.029999,63.060001,61.500000,61.560001,58.896236,22121500
2021-10-12,61.570000,61.980000,60.849998,61.240002,58.590080,20198600
2021-10-13,60.779999,61.389999,60.209999,61.070000,58.427437,14991700
2021-10-14,61.709999,62.220001,61.169998,62.000000,59.317192,18594500
2021-10-15,62.730000,63.070000,62.439999,62.590000,59.881664,16092600
2021-10-18,63.090000,63.139999,62.270000,62.560001,59.852962,18282800
2021-10-19,62.869999,63.610001,62.669998,63.500000,60.752289,18933200
2021-10-20,62.889999,63.869999,62.720001,63.849998,61.087139,14305200
2021-10-21,63.470001,63.639999,62.349998,62.689999,59.977333,16564600
2021-10-22,62.770000,63.220001,62.349998,63.119999,60.388729,14266800
2021-10-25,63.720001,64.419998,63.580002,64.349998,61.565506,17939800
2021-10-26,64.489998,65.940002,64.360001,65.839996,62.991032,25585100
2021-10-27,65.160004,65.250000,63.980000,64.129997,61.355022,21764500
2021-10-28,63.820000,64.470001,63.630001,64.309998,61.527237,16626400
2021-10-29,65.050003,65.360001,64.330002,64.470001,61.680313,23966300
2021-11-01,65.070000,66.080002,65.019997,65.629997,62.790108,19656400
2021-11-02,65.029999,65.449997,64.660004,64.820000,62.015171,16300000
2021-11-03,64.040001,64.449997,63.660000,63.930000,61.163677,17372800
2021-11-04,64.680000,64.889999,63.830002,64.410004,61.622917,17720100
2021-11-05,65.050003,65.330002,64.559998,65.019997,62.206509,18565100
2021-11-08,65.550003,66.379997,65.379997,65.720001,62.876225,17696000
2021-11-09,65.769997,66.370003,65.309998,66.360001,63.488529,18781300
2021-11-10,65.320000,65.650002,63.770000,64.190002,62.237766,20177200
2021-11-11,64.190002,64.830002,64.019997,64.309998,62.354115,13319300
2021-11-12,63.959999,64.370003,63.580002,63.820000,61.879017,18158900
2021-11-15,63.759998,64.769997,63.220001,64.370003,62.412296,18849200
2021-11-16,64.339996,65.370003,64.339996,65.019997,63.042519,17028700
2021-11-17,64.379997,65.239998,64.180000,64.309998,62.354115,15497000
2021-11-18,64.160004,64.529999,63.110001,63.610001,61.675407,16948200
2021-11-19,61.889999,62.029999,60.410000,60.669998,58.824818,32035500
2021-11-22,60.320000,62.540001,60.320000,61.509998,59.639271,21994400
2021-11-23,62.189999,63.380001,61.919998,63.130001,61.210007,21185900
2021-11-24,62.580002,63.849998,62.580002,63.480000,61.549358,15869700
2021-11-26,60.520000,61.419998,59.540001,61.250000,59.387180,24979600
2021-11-29,62.570000,63.139999,61.290001,61.590000,59.716843,18946400
2021-11-30,60.459999,61.189999,59.660000,59.840000,58.020065,34979800
2021-12-01,60.900002,62.029999,59.750000,59.790001,57.971588,30630600
2021-12-02,59.740002,61.580002,59.139999,61.279999,59.416267,29216000
2021-12-03,61.919998,62.230000,60.349998,60.889999,59.038128,22014700
2021-12-06,61.720001,62.160000,61.419998,61.580002,59.707150,19210500
2021-12-07,62.340000,63.029999,62.099998,62.270000,60.376156,19800400
2021-12-08,62.610001,63.189999,62.340000,62.450001,60.550686,18214400
2021-12-09,62.049999,62.770000,61.810001,62.610001,60.705818,16910300
2021-12-10,63.270000,63.349998,62.230000,63.009998,61.093655,17942400
2021-12-13,62.470001,62.720001,61.349998,61.630001,59.755627,17793700
2021-12-14,61.259998,62.470001,61.220001,61.540001,59.668365,22551100
2021-12-15,61.189999,61.500000,60.009998,61.270000,59.406574,19961900
2021-12-16,61.439999,62.450001,61.299999,61.369999,59.503529,21187800
2021-12-17,60.950001,61.279999,59.689999,60.029999,58.204285,44338100
2021-12-20,58.790001,59.250000,57.959999,59.160000,57.360741,21819300
2021-12-21,59.750000,60.680000,59.720001,60.500000,58.659992,19798900
2021-12-22,60.340000,61.369999,59.970001,60.990002,59.135090,14058300
2021-12-23,61.169998,61.840000,61.000000,61.020000,59.164177,13543300
2021-12-27,60.930000,61.950001,60.419998,61.889999,60.007717,12593700
2021-12-28,61.910000,62.310001,61.400002,61.689999,59.813797,12781000
2021-12-29,61.480000,61.599998,60.919998,61.150002,59.290226,12733600
2021-12-30,61.220001,61.599998,60.770000,60.790001,58.941174,11940300
2021-12-31,60.740002,61.470001,60.700001,61.189999,59.329006,14072000
2022-01-03,61.240002,63.599998,61.209999,63.540001,61.607536,24282400
2022-01-04,64.129997,66.190002,64.099998,65.930000,63.924843,38584000
2022-01-05,66.500000,67.610001,66.480003,66.750000,64.719910,34033300
2022-01-06,68.000000,68.480003,67.070000,68.320000,66.242165,30668500
2022-01-07,68.519997,69.180000,67.980003,68.879997,66.785126,23985400
2022-01-10,68.970001,69.169998,67.949997,68.470001,66.387596,22760300
2022-01-11,68.889999,71.400002,68.580002,71.349998,69.180008,32936100
2022-01-12,71.139999,71.809998,70.639999,71.139999,68.976395,23045100
2022-01-13,71.120003,71.580002,70.309998,70.629997,68.481903,21043200
2022-01-14,70.650002,72.150002,70.599998,71.870003,69.684196,23012900
